num_particles,inertia,cognition,social,gen,epoch_stop,solution_found,fitness
40, 0.5, 2.0, 0.6, 19, 78, [0.99999999 3.00000001], 3.6332952252379916e-16
40, 0.5, 2.0, 0.7, 0, 87, [1. 3.], 3.5328458500881084e-18
40, 0.5, 2.0, 0.7, 1, 74, [0.99999998 3.00000002], 8.054207276394018e-16
40, 0.5, 2.0, 0.7, 2, 81, [1. 3.], 1.3514870564361749e-17
40, 0.5, 2.0, 0.7, 3, 83, [1.00000001 3.        ], 1.4176352766747667e-16
40, 0.5, 2.0, 0.7, 4, 82, [0.99999999 3.00000001], 6.780424286817131e-17
40, 0.5, 2.0, 0.7, 5, 87, [1. 3.], 2.023057611786149e-18
40, 0.5, 2.0, 0.7, 6, 92, [1. 3.], 1.6420236300722312e-19
40, 0.5, 2.0, 0.7, 7, 81, [0.99999999 3.00000001], 6.415697928448225e-17
40, 0.5, 2.0, 0.7, 8, 85, [1. 3.], 2.4125939524546236e-17
40, 0.5, 2.0, 0.7, 9, 80, [1. 3.], 8.055631775678935e-18
40, 0.5, 2.0, 0.7, 10, 77, [1. 3.], 7.191296483765112e-18
40, 0.5, 2.0, 0.7, 11, 91, [1. 3.], 1.3300938965014756e-19
40, 0.5, 2.0, 0.7, 12, 82, [1.00000002 2.99999998], 8.535027076583047e-16
40, 0.5, 2.0, 0.7, 13, 90, [1. 3.], 8.747291537438322e-18
40, 0.5, 2.0, 0.7, 14, 76, [1.00000001 3.        ], 1.1213128131926364e-16
40, 0.5, 2.0, 0.7, 15, 85, [1. 3.], 3.013518981738522e-19
40, 0.5, 2.0, 0.7, 16, 80, [1. 3.], 9.379115476210409e-18
40, 0.5, 2.0, 0.7, 17, 79, [1. 3.], 3.32838970466307e-17
40, 0.5, 2.0, 0.7, 18, 79, [0.99999999 3.        ], 9.245293367278059e-17
40, 0.5, 2.0, 0.7, 19, 73, [1.         2.99999999], 4.689692288320926e-16
40, 0.5, 2.0, 0.8, 0, 93, [1. 3.], 7.923425781490295e-19
40, 0.5, 2.0, 0.8, 1, 81, [1.00000001 3.        ], 1.4311099823216102e-16
40, 0.5, 2.0, 0.8, 2, 98, [1. 3.], 1.4090154031547977e-19
40, 0.5, 2.0, 0.8, 3, 87, [1. 3.], 2.630237568096211e-19
40, 0.5, 2.0, 0.8, 4, 81, [1. 3.], 9.782311000352454e-18
40, 0.5, 2.0, 0.8, 5, 79, [1. 3.], 2.602350685677952e-18
40, 0.5, 2.0, 0.8, 6, 75, [1.         2.99999998], 2.0299727083782286e-15
40, 0.5, 2.0, 0.8, 7, 83, [0.99999999 3.00000001], 2.1767775831082124e-16
40, 0.5, 2.0, 0.8, 8, 91, [1. 3.], 1.0195939387929913e-20
40, 0.5, 2.0, 0.8, 9, 78, [1.00000001 2.99999999], 1.4887793237097563e-16
40, 0.5, 2.0, 0.8, 10, 86, [1. 3.], 1.4144543999294284e-18
40, 0.5, 2.0, 0.8, 11, 85, [1. 3.], 7.904416681533523e-18
40, 0.5, 2.0, 0.8, 12, 83, [1. 3.], 2.4585204976504514e-19
40, 0.5, 2.0, 0.8, 13, 76, [0.99999999 2.99999999], 1.7703300335254893e-15
40, 0.5, 2.0, 0.8, 14, 76, [1.00000004 2.99999997], 2.5915162260066297e-15
40, 0.5, 2.0, 0.8, 15, 86, [1. 3.], 1.8577207643312862e-17
40, 0.5, 2.0, 0.8, 16, 76, [1.00000008 2.99999994], 1.277302748273441e-14
40, 0.5, 2.0, 0.8, 17, 81, [1. 3.], 1.2641165165428798e-17
40, 0.5, 2.0, 0.8, 18, 81, [1.         2.99999999], 4.744423281943647e-16
40, 0.5, 2.0, 0.8, 19, 90, [1. 3.], 2.868292183504959e-19
40, 0.5, 2.0, 0.9, 0, 80, [1.00000001 2.99999999], 9.061132951732901e-17
40, 0.5, 2.0, 0.9, 1, 91, [1. 3.], 1.5306380540471194e-18
40, 0.5, 2.0, 0.9, 2, 84, [1. 3.], 2.0112501539226768e-17
40, 0.5, 2.0, 0.9, 3, 84, [0.99999999 3.        ], 2.548613951882602e-16
40, 0.5, 2.0, 0.9, 4, 82, [1.00000002 3.        ], 3.826342694911811e-15
40, 0.5, 2.0, 0.9, 5, 86, [1. 3.], 3.424096154996117e-18
40, 0.5, 2.0, 0.9, 6, 88, [1. 3.], 5.731180585012918e-18
40, 0.5, 2.0, 0.9, 7, 80, [0.99999998 2.99999997], 8.68310740469954e-15
40, 0.5, 2.0, 0.9, 8, 102, [1. 3.], 1.23240448883843e-21
40, 0.5, 2.0, 0.9, 9, 83, [0.99999999 3.00000001], 1.0630728489813009e-16
40, 0.5, 2.0, 0.9, 10, 88, [1.00000001 2.99999999], 9.069511807125773e-17
40, 0.5, 2.0, 0.9, 11, 74, [1.00000001 2.99999998], 1.019325213365018e-15
40, 0.5, 2.0, 0.9, 12, 91, [1. 3.], 5.457739423429755e-21
40, 0.5, 2.0, 0.9, 13, 79, [0.99999999 3.00000001], 1.43585840093721e-16
40, 0.5, 2.0, 0.9, 14, 77, [1. 3.], 2.3884429800218507e-17
40, 0.5, 2.0, 0.9, 15, 88, [1. 3.], 2.0857375705265105e-17
40, 0.5, 2.0, 0.9, 16, 87, [1. 3.], 2.364194710755804e-17
40, 0.5, 2.0, 0.9, 17, 83, [1. 3.], 2.483195731017886e-17
40, 0.5, 2.0, 0.9, 18, 89, [1. 3.], 2.771306024757537e-20
40, 0.5, 2.0, 0.9, 19, 95, [1. 3.], 2.790310940461961e-20
40, 0.5, 2.0, 1.0, 0, 90, [1. 3.], 8.437852446867642e-18
40, 0.5, 2.0, 1.0, 1, 89, [1. 3.], 6.3907077721427755e-18
40, 0.5, 2.0, 1.0, 2, 96, [1. 3.], 1.2754625325850056e-20
40, 0.5, 2.0, 1.0, 3, 92, [1. 3.], 4.2593063069018396e-19
40, 0.5, 2.0, 1.0, 4, 91, [1. 3.], 2.3566547567351304e-18
40, 0.5, 2.0, 1.0, 5, 83, [1. 3.], 1.5223804082897512e-17
40, 0.5, 2.0, 1.0, 6, 78, [0.99999998 3.00000002], 9.267507602969464e-16
40, 0.5, 2.0, 1.0, 7, 89, [1. 3.], 6.506337573879634e-18
40, 0.5, 2.0, 1.0, 8, 82, [1.00000003 3.        ], 3.929045542065053e-15
40, 0.5, 2.0, 1.0, 9, 83, [1. 3.], 1.5733635889975614e-19
40, 0.5, 2.0, 1.0, 10, 81, [0.99999999 3.        ], 6.80282215159449e-16
40, 0.5, 2.0, 1.0, 11, 86, [1.         2.99999999], 2.516259261806917e-16
40, 0.5, 2.0, 1.0, 12, 84, [1.00000001 2.99999999], 3.6782195871392733e-16
40, 0.5, 2.0, 1.0, 13, 89, [1. 3.], 4.164869602051586e-18
40, 0.5, 2.0, 1.0, 14, 83, [1.00000001 2.99999999], 1.778703624382947e-16
40, 0.5, 2.0, 1.0, 15, 83, [1. 3.], 6.66457218664587e-17
40, 0.5, 2.0, 1.0, 16, 82, [1.00000001 3.        ], 1.971796979907798e-16
40, 0.5, 2.0, 1.0, 17, 82, [1. 3.], 6.065119091287348e-17
40, 0.5, 2.0, 1.0, 18, 75, [0.99999999 3.00000001], 3.6744887763834085e-16
40, 0.5, 2.0, 1.0, 19, 89, [1. 3.], 1.451660559127009e-18
40, 0.5, 2.0, 1.1, 0, 88, [1.00000001 2.99999999], 1.0578672652738961e-16
40, 0.5, 2.0, 1.1, 1, 84, [1. 3.], 9.961653557420679e-19
40, 0.5, 2.0, 1.1, 2, 82, [1.00000001 2.99999997], 1.7342307022458693e-15
40, 0.5, 2.0, 1.1, 3, 82, [1.         2.99999999], 1.8777884263825643e-16
40, 0.5, 2.0, 1.1, 4, 99, [1. 3.], 4.832476545214499e-19
40, 0.5, 2.0, 1.1, 5, 83, [0.99999999 3.00000001], 3.3863259737063516e-16
40, 0.5, 2.0, 1.1, 6, 84, [1.00000001 2.99999996], 6.3848345581831406e-15
40, 0.5, 2.0, 1.1, 7, 90, [1. 3.], 5.315416063324441e-18
40, 0.5, 2.0, 1.1, 8, 92, [1. 3.], 5.718712377015261e-18
40, 0.5, 2.0, 1.1, 9, 99, [1. 3.], 9.945744993241898e-20
40, 0.5, 2.0, 1.1, 10, 84, [1.00000001 2.99999998], 6.470216385324786e-16
40, 0.5, 2.0, 1.1, 11, 80, [1.00000003 2.99999998], 1.2997969825567961e-15
40, 0.5, 2.0, 1.1, 12, 83, [1. 3.], 2.3947752130836698e-17
40, 0.5, 2.0, 1.1, 13, 84, [1.00000001 3.        ], 6.04664892429379e-17
40, 0.5, 2.0, 1.1, 14, 84, [1. 3.], 3.567893061135144e-17
40, 0.5, 2.0, 1.1, 15, 83, [0.99999992 3.00000007], 1.1487445748973683e-14
40, 0.5, 2.0, 1.1, 16, 93, [1. 3.], 5.815879127349954e-19
40, 0.5, 2.0, 1.1, 17, 91, [1. 3.], 1.2424358445547532e-17
40, 0.5, 2.0, 1.1, 18, 89, [1. 3.], 6.628468940343805e-18
40, 0.5, 2.0, 1.1, 19, 86, [1. 3.], 1.4661213934075273e-17
40, 0.5, 2.0, 1.2, 0, 93, [1. 3.], 3.0406721615136136e-19
40, 0.5, 2.0, 1.2, 1, 93, [1. 3.], 1.955524320838638e-17
40, 0.5, 2.0, 1.2, 2, 87, [1. 3.], 2.2766822305385997e-17
40, 0.5, 2.0, 1.2, 3, 96, [1. 3.], 3.336206703341346e-17
40, 0.5, 2.0, 1.2, 4, 106, [1. 3.], 3.07271361848345e-20
40, 0.5, 2.0, 1.2, 5, 90, [0.99999999 3.00000001], 7.190034666293711e-17
40, 0.5, 2.0, 1.2, 6, 95, [1. 3.], 1.1547737229114605e-17
40, 0.5, 2.0, 1.2, 7, 96, [1.         2.99999999], 5.29454167464605e-16
40, 0.5, 2.0, 1.2, 8, 87, [1. 3.], 1.4600885189051817e-17
40, 0.5, 2.0, 1.2, 9, 88, [1. 3.], 6.82643828288805e-18
40, 0.5, 2.0, 1.2, 10, 91, [1.00000001 3.        ], 1.4401155389156312e-16
40, 0.5, 2.0, 1.2, 11, 86, [1. 3.], 8.537309380441847e-17
40, 0.5, 2.0, 1.2, 12, 110, [1. 3.], 9.225834136704857e-21
40, 0.5, 2.0, 1.2, 13, 100, [1. 3.], 8.3242145928067e-21
40, 0.5, 2.0, 1.2, 14, 85, [0.99999997 3.00000001], 1.9196470439095797e-15
40, 0.5, 2.0, 1.2, 15, 82, [1. 3.], 2.3243266905201325e-16
40, 0.5, 2.0, 1.2, 16, 95, [1. 3.], 2.860062863021758e-19
40, 0.5, 2.0, 1.2, 17, 87, [0.99999996 3.00000003], 3.76950406403219e-15
40, 0.5, 2.0, 1.2, 18, 85, [1.00000001 2.99999999], 1.3529469627208142e-16
40, 0.5, 2.0, 1.2, 19, 91, [0.99999999 3.00000002], 9.824980804929111e-16
40, 0.5, 2.0, 1.3, 0, 87, [1. 3.], 2.424770732888539e-18
40, 0.5, 2.0, 1.3, 1, 102, [1. 3.], 3.259687490351082e-20
40, 0.5, 2.0, 1.3, 2, 91, [0.99999999 3.        ], 6.235613684254439e-17
40, 0.5, 2.0, 1.3, 3, 85, [0.99999998 3.00000002], 1.1795812728658266e-15
40, 0.5, 2.0, 1.3, 4, 94, [1. 3.], 5.869114527038835e-18
40, 0.5, 2.0, 1.3, 5, 84, [0.99999999 3.00000001], 1.7715950411537295e-16
40, 0.5, 2.0, 1.3, 6, 99, [1. 3.], 2.0873710846069103e-18
40, 0.5, 2.0, 1.3, 7, 103, [1. 3.], 3.201940739539131e-18
40, 0.5, 2.0, 1.3, 8, 94, [1.00000001 2.99999999], 3.3943621651105965e-16
40, 0.5, 2.0, 1.3, 9, 96, [1. 3.], 5.0040665322368205e-18
40, 0.5, 2.0, 1.3, 10, 97, [1. 3.], 1.41942386817988e-17
40, 0.5, 2.0, 1.3, 11, 99, [1. 3.], 8.505505589542413e-18
40, 0.5, 2.0, 1.3, 12, 95, [1. 3.], 2.982621945920491e-21
40, 0.5, 2.0, 1.3, 13, 93, [1. 3.], 1.0571539179397907e-19
40, 0.5, 2.0, 1.3, 14, 93, [1.         3.00000001], 1.7216179314810612e-16
40, 0.5, 2.0, 1.3, 15, 92, [1. 3.], 1.2270289383414925e-17
40, 0.5, 2.0, 1.3, 16, 101, [1. 3.], 1.4344150402899855e-20
40, 0.5, 2.0, 1.3, 17, 88, [1. 3.], 2.550446053635689e-18
40, 0.5, 2.0, 1.3, 18, 100, [1. 3.], 5.08914400217103e-21
40, 0.5, 2.0, 1.3, 19, 86, [0.99999999 3.00000001], 1.6778192442253743e-16
40, 0.5, 2.0, 1.4, 0, 106, [1. 3.], 1.305586319433783e-19
40, 0.5, 2.0, 1.4, 1, 92, [1.00000001 2.99999999], 3.3282766023352724e-16
40, 0.5, 2.0, 1.4, 2, 133, [1. 3.], 4.9240697703895557e-26
40, 0.5, 2.0, 1.4, 3, 92, [1. 3.], 2.5224268154243827e-17
40, 0.5, 2.0, 1.4, 4, 102, [0.99999999 3.00000001], 9.709968925377702e-17
40, 0.5, 2.0, 1.4, 5, 93, [1. 3.], 6.617148246014929e-18
40, 0.5, 2.0, 1.4, 6, 108, [1. 3.], 1.9715247418255788e-19
40, 0.5, 2.0, 1.4, 7, 100, [1. 3.], 5.541710269104293e-18
40, 0.5, 2.0, 1.4, 8, 96, [1. 3.], 1.804040960807548e-17
40, 0.5, 2.0, 1.4, 9, 106, [1. 3.], 1.788403949378349e-19
40, 0.5, 2.0, 1.4, 10, 89, [1.         3.00000001], 9.862767626168777e-17
40, 0.5, 2.0, 1.4, 11, 100, [1. 3.], 1.0474908668531627e-20
40, 0.5, 2.0, 1.4, 12, 96, [1. 3.], 6.813734372898104e-20
40, 0.5, 2.0, 1.4, 13, 95, [1.00000001 3.        ], 4.892666898241668e-16
40, 0.5, 2.0, 1.4, 14, 105, [1. 3.], 3.830635929116222e-19
40, 0.5, 2.0, 1.4, 15, 98, [1. 3.], 1.2264613374840713e-17
40, 0.5, 2.0, 1.4, 16, 94, [0.99999999 3.00000001], 6.125226370546697e-17
40, 0.5, 2.0, 1.4, 17, 94, [1. 3.], 2.5374342135369816e-17
40, 0.5, 2.0, 1.4, 18, 129, [1. 3.], 2.9788708334300746e-22
40, 0.5, 2.0, 1.4, 19, 97, [1. 3.], 8.567024807344984e-18
40, 0.5, 2.0, 1.5, 0, 97, [1. 3.], 3.801425873104468e-18
40, 0.5, 2.0, 1.5, 1, 108, [1. 3.], 1.7242690198754066e-20
40, 0.5, 2.0, 1.5, 2, 101, [1. 3.], 3.6556111686971805e-19
40, 0.5, 2.0, 1.5, 3, 95, [1. 3.], 6.7310299248805476e-18
40, 0.5, 2.0, 1.5, 4, 95, [1. 3.], 7.958693560400312e-18
40, 0.5, 2.0, 1.5, 5, 99, [1. 3.], 2.4931710257826447e-18
40, 0.5, 2.0, 1.5, 6, 97, [0.99999999 3.00000001], 9.27880554214253e-17
40, 0.5, 2.0, 1.5, 7, 90, [0.99999999 3.00000001], 2.343857724973019e-16
40, 0.5, 2.0, 1.5, 8, 108, [1. 3.], 1.9243666390098367e-21
40, 0.5, 2.0, 1.5, 9, 108, [1. 3.], 1.40337079103951e-18
40, 0.5, 2.0, 1.5, 10, 114, [1. 3.], 2.985659037765284e-19
40, 0.5, 2.0, 1.5, 11, 109, [1. 3.], 2.2394944612410403e-20
40, 0.5, 2.0, 1.5, 12, 96, [0.99999999 3.00000001], 2.0717281169831977e-16
40, 0.5, 2.0, 1.5, 13, 102, [1. 3.], 1.5993368903860293e-18
40, 0.5, 2.0, 1.5, 14, 101, [1. 3.], 2.0109377756822305e-17
40, 0.5, 2.0, 1.5, 15, 106, [1. 3.], 3.482578859046943e-18
40, 0.5, 2.0, 1.5, 16, 121, [1. 3.], 4.8416932448854465e-21
40, 0.5, 2.0, 1.5, 17, 96, [1. 3.], 7.188776691975935e-18
40, 0.5, 2.0, 1.5, 18, 119, [1. 3.], 2.4883317591078248e-21
40, 0.5, 2.0, 1.5, 19, 108, [1. 3.], 6.219733970528215e-21
40, 0.5, 2.0, 1.6, 0, 103, [1.00000001 2.99999999], 2.1248519929904473e-16
40, 0.5, 2.0, 1.6, 1, 104, [1.00000001 3.        ], 7.554170681888618e-17
40, 0.5, 2.0, 1.6, 2, 109, [1. 3.], 4.420772940494052e-19
40, 0.5, 2.0, 1.6, 3, 111, [1. 3.], 1.1372757945639281e-18
40, 0.5, 2.0, 1.6, 4, 104, [0.99999999 3.00000001], 1.7380372589950486e-16
40, 0.5, 2.0, 1.6, 5, 103, [1.         2.99999999], 7.965702186552109e-17
40, 0.5, 2.0, 1.6, 6, 109, [1. 3.], 1.5699176449265268e-20
40, 0.5, 2.0, 1.6, 7, 104, [1. 3.], 5.7730429156444385e-19
40, 0.5, 2.0, 1.6, 8, 107, [1. 3.], 1.326000256614376e-20
40, 0.5, 2.0, 1.6, 9, 122, [1. 3.], 7.776306703302328e-21
40, 0.5, 2.0, 1.6, 10, 103, [1. 3.], 4.388711795791417e-17
40, 0.5, 2.0, 1.6, 11, 102, [1.00000002 2.99999999], 6.930291028069118e-16
40, 0.5, 2.0, 1.6, 12, 100, [1. 3.], 2.901915116871871e-17
40, 0.5, 2.0, 1.6, 13, 98, [1.00000001 2.99999999], 9.12318281521645e-17
40, 0.5, 2.0, 1.6, 14, 94, [1. 3.], 2.237772328964996e-17
40, 0.5, 2.0, 1.6, 15, 122, [1. 3.], 2.1436750253033054e-19
40, 0.5, 2.0, 1.6, 16, 96, [0.99999999 3.00000001], 1.8150914496043648e-16
40, 0.5, 2.0, 1.6, 17, 101, [1. 3.], 2.292496599596754e-18
40, 0.5, 2.0, 1.6, 18, 104, [1. 3.], 6.805886522679591e-19
40, 0.5, 2.0, 1.6, 19, 129, [1. 3.], 1.2047567679335608e-22
40, 0.5, 2.0, 1.7, 0, 118, [1. 3.], 7.302609014923615e-21
40, 0.5, 2.0, 1.7, 1, 113, [1. 3.], 8.910140022453698e-18
40, 0.5, 2.0, 1.7, 2, 104, [1. 3.], 4.083245343495821e-17
40, 0.5, 2.0, 1.7, 3, 118, [1. 3.], 1.9542708308219772e-20
40, 0.5, 2.0, 1.7, 4, 104, [1.00000001 2.99999999], 9.80233381379287e-17
40, 0.5, 2.0, 1.7, 5, 103, [1.00000001 2.99999999], 2.439433892989101e-16
40, 0.5, 2.0, 1.7, 6, 135, [1. 3.], 7.672405943916195e-25
40, 0.5, 2.0, 1.7, 7, 112, [1. 3.], 5.533018983888149e-19
40, 0.5, 2.0, 1.7, 8, 102, [0.99999998 3.00000003], 1.1757968972361324e-15
40, 0.5, 2.0, 1.7, 9, 102, [1. 3.], 6.057212321346723e-18
40, 0.5, 2.0, 1.7, 10, 106, [1.00000001 2.99999999], 6.797985930391387e-17
40, 0.5, 2.0, 1.7, 11, 112, [1. 3.], 2.807169779135766e-18
40, 0.5, 2.0, 1.7, 12, 118, [1. 3.], 2.9997894181688234e-20
40, 0.5, 2.0, 1.7, 13, 130, [1. 3.], 7.814303561420273e-21
40, 0.5, 2.0, 1.7, 14, 107, [1. 3.], 7.3204203798817e-19
40, 0.5, 2.0, 1.7, 15, 121, [1. 3.], 4.1265200515806223e-19
40, 0.5, 2.0, 1.7, 16, 116, [1. 3.], 2.736350759543272e-19
40, 0.5, 2.0, 1.7, 17, 119, [1. 3.], 1.5307822597335815e-19
40, 0.5, 2.0, 1.7, 18, 121, [1. 3.], 5.731295119603107e-19
40, 0.5, 2.0, 1.7, 19, 101, [1.00000001 3.        ], 3.7195496476010814e-16
40, 0.5, 2.0, 1.8, 0, 131, [1. 3.], 1.1645222066034772e-19
40, 0.5, 2.0, 1.8, 1, 115, [1. 3.], 3.7598439994363534e-19
40, 0.5, 2.0, 1.8, 2, 114, [1. 3.], 9.076206388164485e-18
40, 0.5, 2.0, 1.8, 3, 114, [1. 3.], 4.1044806266515685e-20
40, 0.5, 2.0, 1.8, 4, 123, [1. 3.], 3.146966214082784e-19
40, 0.5, 2.0, 1.8, 5, 130, [1. 3.], 2.3811182106935135e-21
40, 0.5, 2.0, 1.8, 6, 130, [1. 3.], 4.445323410082752e-21
40, 0.5, 2.0, 1.8, 7, 114, [1. 3.], 3.094455601010053e-22
40, 0.5, 2.0, 1.8, 8, 115, [1. 3.], 2.721873945710031e-17
40, 0.5, 2.0, 1.8, 9, 125, [1. 3.], 9.711428257741973e-21
40, 0.5, 2.0, 1.8, 10, 134, [1. 3.], 3.958927867897082e-21
40, 0.5, 2.0, 1.8, 11, 108, [1. 3.], 1.0709153387417524e-17
40, 0.5, 2.0, 1.8, 12, 122, [1. 3.], 1.2275173202299154e-19
40, 0.5, 2.0, 1.8, 13, 126, [1. 3.], 8.844145869517599e-22
40, 0.5, 2.0, 1.8, 14, 120, [1. 3.], 3.6857187587800697e-19
40, 0.5, 2.0, 1.8, 15, 122, [1. 3.], 3.2497309949660544e-18
40, 0.5, 2.0, 1.8, 16, 128, [1. 3.], 2.7688986068937734e-21
40, 0.5, 2.0, 1.8, 17, 120, [1. 3.], 6.478285918491629e-18
40, 0.5, 2.0, 1.8, 18, 115, [1. 3.], 4.245618428327983e-18
40, 0.5, 2.0, 1.8, 19, 110, [1. 3.], 3.5020228717071056e-17
40, 0.5, 2.0, 1.9, 0, 126, [1. 3.], 1.156260424486138e-19
40, 0.5, 2.0, 1.9, 1, 123, [1. 3.], 1.2651205572270958e-19
40, 0.5, 2.0, 1.9, 2, 130, [1. 3.], 2.7138435612941146e-20
40, 0.5, 2.0, 1.9, 3, 155, [1. 3.], 3.928181605486144e-22
40, 0.5, 2.0, 1.9, 4, 120, [1. 3.], 8.524941615185097e-20
40, 0.5, 2.0, 1.9, 5, 132, [1. 3.], 1.1105913549889302e-19
40, 0.5, 2.0, 1.9, 6, 144, [1. 3.], 7.270840985947216e-22
40, 0.5, 2.0, 1.9, 7, 136, [1. 3.], 7.030962481613883e-22
40, 0.5, 2.0, 1.9, 8, 121, [1. 3.], 8.193230162262428e-21
40, 0.5, 2.0, 1.9, 9, 150, [1. 3.], 1.0230636184501524e-22
40, 0.5, 2.0, 1.9, 10, 124, [1. 3.], 2.702152851376625e-18
40, 0.5, 2.0, 1.9, 11, 135, [1. 3.], 2.317731099934813e-20
40, 0.5, 2.0, 1.9, 12, 136, [1. 3.], 5.211718449713614e-21
40, 0.5, 2.0, 1.9, 13, 159, [1. 3.], 2.8078715060436694e-25
40, 0.5, 2.0, 1.9, 14, 114, [1. 3.], 1.9059682765937254e-19
40, 0.5, 2.0, 1.9, 15, 117, [1. 3.], 1.7024328204762849e-18
40, 0.5, 2.0, 1.9, 16, 143, [1. 3.], 1.1498734743923642e-23
40, 0.5, 2.0, 1.9, 17, 120, [1. 3.], 4.538201751602728e-18
40, 0.5, 2.0, 1.9, 18, 147, [1. 3.], 5.7595737529611834e-21
40, 0.5, 2.0, 1.9, 19, 130, [1. 3.], 2.9051968341646733e-19
40, 0.5, 2.0, 2.0, 0, 156, [1. 3.], 4.455518215337191e-22
40, 0.5, 2.0, 2.0, 1, 147, [1. 3.], 1.3830766929659807e-23
40, 0.5, 2.0, 2.0, 2, 145, [1. 3.], 3.371108576867012e-19
40, 0.5, 2.0, 2.0, 3, 147, [1. 3.], 5.800974147384182e-19
40, 0.5, 2.0, 2.0, 4, 139, [1. 3.], 1.5910829562632385e-19
40, 0.5, 2.0, 2.0, 5, 181, [1. 3.], 7.417100578272278e-24
40, 0.5, 2.0, 2.0, 6, 122, [1.00000001 2.99999999], 2.4670171309081494e-16
40, 0.5, 2.0, 2.0, 7, 126, [1. 3.], 9.879080952832984e-18
40, 0.5, 2.0, 2.0, 8, 148, [1. 3.], 1.0578762924804055e-19
40, 0.5, 2.0, 2.0, 9, 160, [1. 3.], 2.7803967941682288e-21
40, 0.5, 2.0, 2.0, 10, 129, [1. 3.], 4.7946258418326985e-18
40, 0.5, 2.0, 2.0, 11, 145, [1. 3.], 2.4021282412928008e-20
40, 0.5, 2.0, 2.0, 12, 147, [1. 3.], 1.5615626454510458e-20
40, 0.5, 2.0, 2.0, 13, 169, [1. 3.], 8.185930727387917e-26
40, 0.5, 2.0, 2.0, 14, 137, [1. 3.], 2.4580353509389765e-21
40, 0.5, 2.0, 2.0, 15, 148, [1. 3.], 4.5192354797675145e-20
40, 0.5, 2.0, 2.0, 16, 134, [1. 3.], 4.650359075488665e-19
40, 0.5, 2.0, 2.0, 17, 147, [1. 3.], 1.393199212607978e-20
40, 0.5, 2.0, 2.0, 18, 188, [1. 3.], 3.0627524645205783e-26
40, 0.5, 2.0, 2.0, 19, 143, [1. 3.], 5.672506326826467e-22
40, 0.5, 2.0, 2.1, 0, 130, [1. 3.], 3.159332294189698e-17
40, 0.5, 2.0, 2.1, 1, 147, [1. 3.], 1.249408307149658e-17
40, 0.5, 2.0, 2.1, 2, 163, [1. 3.], 4.787589923364791e-22
40, 0.5, 2.0, 2.1, 3, 134, [1. 3.], 9.911914528648359e-18
40, 0.5, 2.0, 2.1, 4, 206, [1. 3.], 8.796600575893986e-24
40, 0.5, 2.0, 2.1, 5, 158, [1. 3.], 6.625391648525146e-23
40, 0.5, 2.0, 2.1, 6, 146, [1. 3.], 1.5830047457388588e-18
40, 0.5, 2.0, 2.1, 7, 161, [1. 3.], 7.588570737289964e-22
40, 0.5, 2.0, 2.1, 8, 181, [1. 3.], 8.544255016366458e-24
40, 0.5, 2.0, 2.1, 9, 176, [1. 3.], 8.88468107692471e-23
40, 0.5, 2.0, 2.1, 10, 150, [1. 3.], 5.247834624779328e-20
40, 0.5, 2.0, 2.1, 11, 153, [1. 3.], 2.9270314701322e-22
40, 0.5, 2.0, 2.1, 12, 201, [1. 3.], 1.5591465027067844e-24
40, 0.5, 2.0, 2.1, 13, 164, [1. 3.], 1.0852669495461211e-23
40, 0.5, 2.0, 2.1, 14, 153, [1. 3.], 5.587458078136655e-19
40, 0.5, 2.0, 2.1, 15, 185, [1. 3.], 2.370314027744731e-25
40, 0.5, 2.0, 2.1, 16, 140, [1. 3.], 7.092986578940736e-18
40, 0.5, 2.0, 2.1, 17, 170, [1. 3.], 2.99286293819207e-23
40, 0.5, 2.0, 2.1, 18, 186, [1. 3.], 5.30903389213741e-26
40, 0.5, 2.0, 2.1, 19, 171, [1. 3.], 4.7817873364384914e-20
40, 0.5, 2.0, 2.2, 0, 167, [1. 3.], 1.3732398388693117e-21
40, 0.5, 2.0, 2.2, 1, 163, [1. 3.], 1.0147096761271705e-21
40, 0.5, 2.0, 2.2, 2, 161, [1. 3.], 8.943209196413347e-20
40, 0.5, 2.0, 2.2, 3, 234, [1. 3.], 5.048709793414476e-29
40, 0.5, 2.0, 2.2, 4, 209, [1. 3.], 5.627962467509212e-25
40, 0.5, 2.0, 2.2, 5, 207, [1. 3.], 8.235076761783186e-26
40, 0.5, 2.0, 2.2, 6, 173, [1. 3.], 3.892201203400752e-20
40, 0.5, 2.0, 2.2, 7, 174, [1. 3.], 1.1371663597528098e-20
40, 0.5, 2.0, 2.2, 8, 195, [1. 3.], 1.436456543839571e-24
40, 0.5, 2.0, 2.2, 9, 185, [1. 3.], 5.732839063612322e-22
40, 0.5, 2.0, 2.2, 10, 198, [1. 3.], 9.224032235613508e-25
40, 0.5, 2.0, 2.2, 11, 193, [1. 3.], 2.378603472800102e-22
40, 0.5, 2.0, 2.2, 12, 172, [1. 3.], 5.0041683401229816e-23
40, 0.5, 2.0, 2.2, 13, 178, [1. 3.], 8.503683900010941e-26
40, 0.5, 2.0, 2.2, 14, 176, [1. 3.], 1.5845521625898797e-23
40, 0.5, 2.0, 2.2, 15, 187, [1. 3.], 3.030687245924317e-20
40, 0.5, 2.0, 2.2, 16, 189, [1. 3.], 1.0360364991453844e-22
40, 0.5, 2.0, 2.2, 17, 188, [1. 3.], 9.079000158188625e-25
