num_particles,inertia,cognition,social,gen,epoch_stop,solution_found,fitness
40, 0.5, 4.0, 1.6, 14, 999, [0.99993413 3.00006668], 8.788797621850984e-09
40, 0.5, 4.0, 1.6, 15, 999, [0.99967829 3.00033143], 2.1372426781803827e-07
40, 0.5, 4.0, 1.6, 16, 999, [1.00015749 3.00015673], 4.4428614212687267e-07
40, 0.5, 4.0, 1.6, 17, 999, [1.00002295 3.00004561], 2.140466207131661e-08
40, 0.5, 4.0, 1.6, 18, 999, [0.99986237 3.00019206], 6.76786115878383e-08
40, 0.5, 4.0, 1.6, 19, 999, [0.99999167 3.0000379 ], 5.003154042342254e-09
40, 0.5, 4.0, 1.7, 0, 999, [0.99999816 2.99999599], 1.560560931729622e-10
40, 0.5, 4.0, 1.7, 1, 999, [0.99976138 3.0004923 ], 5.567074073142219e-07
40, 0.5, 4.0, 1.7, 2, 999, [1.000106   2.99995071], 2.6531451462616798e-08
40, 0.5, 4.0, 1.7, 3, 999, [0.99963329 3.00068734], 1.0181195274098738e-06
40, 0.5, 4.0, 1.7, 4, 999, [1.00027195 2.99974527], 1.4003061509694453e-07
40, 0.5, 4.0, 1.7, 5, 999, [0.99999903 2.99994976], 1.3015403755289883e-08
40, 0.5, 4.0, 1.7, 6, 999, [0.99977184 3.00031775], 1.8512763478465563e-07
40, 0.5, 4.0, 1.7, 7, 999, [0.99950135 3.00033501], 4.679969187917216e-07
40, 0.5, 4.0, 1.7, 8, 999, [1.00024748 2.99977051], 1.1521047480576406e-07
40, 0.5, 4.0, 1.7, 9, 999, [0.99997416 3.00002255], 1.2192907463799053e-09
40, 0.5, 4.0, 1.7, 10, 999, [1.00046471 2.9991583 ], 1.4928880792389914e-06
40, 0.5, 4.0, 1.7, 11, 999, [1.00007167 3.00026109], 5.162196874208687e-07
40, 0.5, 4.0, 1.7, 12, 999, [1.00018915 2.99973066], 1.3404393304166383e-07
40, 0.5, 4.0, 1.7, 13, 999, [0.99988324 3.00014292], 3.6794145507804724e-08
40, 0.5, 4.0, 1.7, 14, 999, [1.00001475 2.99988887], 4.971817358165268e-08
40, 0.5, 4.0, 1.7, 15, 999, [0.99990837 2.99999147], 4.860267693934288e-08
40, 0.5, 4.0, 1.7, 16, 999, [0.99995494 3.00000353], 8.941284111718345e-09
40, 0.5, 4.0, 1.7, 17, 999, [0.99989172 3.00013058], 3.076301426638185e-08
40, 0.5, 4.0, 1.7, 18, 999, [0.99990691 3.00016492], 5.6502498303517685e-08
40, 0.5, 4.0, 1.7, 19, 999, [0.99988044 3.0001208 ], 2.8892163795868144e-08
40, 0.5, 4.0, 1.8, 0, 999, [0.99989739 3.00010564], 2.172553773378766e-08
40, 0.5, 4.0, 1.8, 1, 999, [1.00004377 3.00002057], 1.8901154028915026e-08
40, 0.5, 4.0, 1.8, 2, 999, [1.00005247 2.99993371], 7.912062797239839e-09
40, 0.5, 4.0, 1.8, 3, 999, [1.00049177 2.99970884], 4.875879569784205e-07
40, 0.5, 4.0, 1.8, 4, 999, [0.99938937 3.00072625], 9.53778059565437e-07
40, 0.5, 4.0, 1.8, 5, 999, [1.00028771 2.99977318], 1.4905889527690672e-07
40, 0.5, 4.0, 1.8, 6, 999, [1.00039146 2.99993782], 5.907904308017068e-07
40, 0.5, 4.0, 1.8, 7, 999, [0.99967884 2.99974465], 1.4977937082944756e-06
40, 0.5, 4.0, 1.8, 8, 999, [0.99992943 2.99987421], 1.750291552963026e-07
40, 0.5, 4.0, 1.8, 9, 999, [1.00016545 3.00070182], 3.528620899738679e-06
40, 0.5, 4.0, 1.8, 10, 999, [1.00001359 2.99985519], 9.003376567700144e-08
40, 0.5, 4.0, 1.8, 11, 999, [0.99997136 3.00001799], 1.5972058809433029e-09
40, 0.5, 4.0, 1.8, 12, 999, [0.99993796 2.99958953], 1.0654311152897517e-06
40, 0.5, 4.0, 1.8, 13, 999, [1.00049195 2.99912134], 1.6122484895182919e-06
40, 0.5, 4.0, 1.8, 14, 999, [0.99986553 3.00013047], 3.516783090407803e-08
40, 0.5, 4.0, 1.8, 15, 999, [1.00027971 2.99963641], 2.385840304426301e-07
40, 0.5, 4.0, 1.8, 16, 999, [0.99946107 3.00040836], 5.253970829338605e-07
40, 0.5, 4.0, 1.8, 17, 999, [0.99998536 3.00001083], 3.8993878715474673e-10
40, 0.5, 4.0, 1.8, 18, 999, [0.99995978 2.99999005], 1.1787860104055147e-08
40, 0.5, 4.0, 1.8, 19, 999, [0.99945893 3.00024754], 6.986652834445511e-07
40, 0.5, 4.0, 1.9, 0, 999, [1.00031578 2.99958582], 3.0999482922363717e-07
40, 0.5, 4.0, 1.9, 1, 999, [1.00009776 2.9999622 ], 2.536345131059878e-08
40, 0.5, 4.0, 1.9, 2, 999, [0.99988423 2.99992172], 1.7014651436711004e-07
40, 0.5, 4.0, 1.9, 3, 999, [1.00059776 2.99835872], 7.406874193273462e-06
40, 0.5, 4.0, 1.9, 4, 999, [0.99934041 3.00060319], 8.116203865765805e-07
40, 0.5, 4.0, 1.9, 5, 999, [1.00027926 2.99936617], 9.826052682998172e-07
40, 0.5, 4.0, 1.9, 6, 999, [0.9998329  3.00010711], 5.378995646476578e-08
40, 0.5, 4.0, 1.9, 7, 999, [1.00000751 2.99980145], 1.8546375521803804e-07
40, 0.5, 4.0, 1.9, 8, 999, [0.99962649 2.99990773], 1.0157972272541324e-06
40, 0.5, 4.0, 1.9, 9, 999, [0.99871181 3.00096464], 3.008711288622514e-06
40, 0.5, 4.0, 1.9, 10, 999, [0.99923177 3.00073302], 1.1324553999240188e-06
40, 0.5, 4.0, 1.9, 11, 999, [1.00028329 2.99979933], 1.4783179588222806e-07
40, 0.5, 4.0, 1.9, 12, 999, [0.99929757 3.00074809], 1.0613901246426156e-06
40, 0.5, 4.0, 1.9, 13, 999, [1.00034423 2.99972802], 2.1334715831859297e-07
40, 0.5, 4.0, 1.9, 14, 999, [1.00082619 2.99941287], 1.2559073995006354e-06
40, 0.5, 4.0, 1.9, 15, 999, [1.00011063 2.9999525 ], 3.0435246484068596e-08
40, 0.5, 4.0, 1.9, 16, 999, [1.00006561 2.99991448], 1.3203075000731322e-08
40, 0.5, 4.0, 1.9, 17, 999, [1.00086687 2.99941959], 1.4165691948040153e-06
40, 0.5, 4.0, 1.9, 18, 999, [1.00026628 2.99950998], 5.112643943772225e-07
40, 0.5, 4.0, 1.9, 19, 999, [0.99948364 3.00031967], 5.235597976429314e-07
40, 0.5, 4.0, 2.0, 0, 999, [0.99884231 3.00095425], 2.416390650840919e-06
40, 0.5, 4.0, 2.0, 1, 999, [0.99883044 3.00121588], 2.854829051864162e-06
40, 0.5, 4.0, 2.0, 2, 999, [1.0003615  2.99979751], 2.7281887005993283e-07
40, 0.5, 4.0, 2.0, 3, 999, [0.99881214 3.00067445], 2.9202458289001396e-06
40, 0.5, 4.0, 2.0, 4, 999, [1.00057346 2.99967801], 6.85474279982227e-07
40, 0.5, 4.0, 2.0, 5, 999, [1.0007644  2.99947814], 1.091937634880964e-06
40, 0.5, 4.0, 2.0, 6, 999, [0.99852657 3.00181637], 5.940597517455868e-06
40, 0.5, 4.0, 2.0, 7, 999, [1.00002327 2.9996502 ], 5.494043207409154e-07
40, 0.5, 4.0, 2.0, 8, 999, [0.99860577 3.00147681], 4.152142675379998e-06
40, 0.5, 4.0, 2.0, 9, 999, [0.99946621 3.00024371], 6.809070148292242e-07
40, 0.5, 4.0, 2.0, 10, 999, [1.00029705 2.99917861], 1.8626373561797825e-06
40, 0.5, 4.0, 2.0, 11, 999, [1.00002646 3.00003175], 1.5261505578049673e-08
40, 0.5, 4.0, 2.0, 12, 999, [1.00077334 2.99899814], 1.8106762152668045e-06
40, 0.5, 4.0, 2.0, 13, 999, [0.99950835 3.00042177], 4.391488939633513e-07
40, 0.5, 4.0, 2.0, 14, 999, [1.00017865 3.00028116], 9.566926086692422e-07
40, 0.5, 4.0, 2.0, 15, 999, [1.00131605 2.99948924], 4.586823191372416e-06
40, 0.5, 4.0, 2.0, 16, 999, [1.00107763 2.99925554], 2.1594987441165614e-06
40, 0.5, 4.0, 2.0, 17, 999, [1.00008569 2.99991167], 1.5173093195666308e-08
40, 0.5, 4.0, 2.0, 18, 999, [0.99958092 2.99993731], 1.1079453398241078e-06
40, 0.5, 4.0, 2.0, 19, 999, [0.99955753 3.00049816], 4.563415580207347e-07
40, 0.5, 4.0, 2.1, 0, 999, [0.9983711  3.00089528], 5.607651691653667e-06
40, 0.5, 4.0, 2.1, 1, 999, [1.00079946 2.99921541], 1.2556028188204206e-06
40, 0.5, 4.0, 2.1, 2, 999, [0.99866816 3.0009469 ], 3.2631135474889695e-06
40, 0.5, 4.0, 2.1, 3, 999, [1.00079788 2.99890515], 2.1880713674483365e-06
40, 0.5, 4.0, 2.1, 4, 999, [0.99969578 3.00044948], 3.789838525414803e-07
40, 0.5, 4.0, 2.1, 5, 999, [0.9991334  3.00052175], 1.4988859100956343e-06
40, 0.5, 4.0, 2.1, 6, 999, [0.99942286 3.00006034], 1.405081034656709e-06
40, 0.5, 4.0, 2.1, 7, 999, [1.00024343 2.99941841], 8.549106978250332e-07
40, 0.5, 4.0, 2.1, 8, 999, [0.99987811 2.99956183], 1.4615275714984243e-06
40, 0.5, 4.0, 2.1, 9, 999, [1.00083667 2.99947906], 1.370141548680801e-06
40, 0.5, 4.0, 2.1, 10, 999, [0.99960024 3.00076089], 1.2604318933742467e-06
40, 0.5, 4.0, 2.1, 11, 999, [0.99900672 3.00152646], 4.453808499675976e-06
40, 0.5, 4.0, 2.1, 12, 999, [0.99972716 2.99972183], 1.366289255375738e-06
40, 0.5, 4.0, 2.1, 13, 999, [1.00108626 2.9992544 ], 2.20008785251335e-06
40, 0.5, 4.0, 2.1, 14, 999, [1.00026312 3.00047345], 2.4634792158258955e-06
40, 0.5, 4.0, 2.1, 15, 999, [1.00055207 2.99991754], 1.1937509160607451e-06
40, 0.5, 4.0, 2.1, 16, 999, [1.00061909 2.99983776], 1.2444337156289155e-06
40, 0.5, 4.0, 2.1, 17, 999, [0.9996072  3.00034751], 2.8326669959303393e-07
40, 0.5, 4.0, 2.1, 18, 999, [0.99937457 3.00043344], 7.264856599191822e-07
40, 0.5, 4.0, 2.1, 19, 999, [0.99781624 3.0022164 ], 9.685512867459242e-06
40, 0.5, 4.0, 2.2, 0, 999, [1.00035301 2.99953217], 3.9621795077503495e-07
40, 0.5, 4.0, 2.2, 1, 999, [1.00107162 2.99879379], 2.675782519557154e-06
40, 0.5, 4.0, 2.2, 2, 999, [1.00068212 2.99962335], 9.803833955100083e-07
40, 0.5, 4.0, 2.2, 3, 999, [1.00103625 2.99935076], 2.09445881881924e-06
40, 0.5, 4.0, 2.2, 4, 999, [0.99957041 3.00069908], 9.637689400993218e-07
40, 0.5, 4.0, 2.2, 5, 999, [0.99990798 3.0000164 ], 3.1608616128089836e-08
40, 0.5, 4.0, 2.2, 6, 999, [0.99920388 3.00076033], 1.2170333474041735e-06
40, 0.5, 4.0, 2.2, 7, 999, [0.99961294 3.00040988], 3.1990357582401117e-07
40, 0.5, 4.0, 2.2, 8, 999, [0.99994393 3.00105507], 5.1083404537920605e-06
40, 0.5, 4.0, 2.2, 9, 999, [0.99993522 3.00007077], 9.34896917038226e-09
40, 0.5, 4.0, 2.2, 10, 999, [1.00064249 2.99940751], 7.738261659015301e-07
40, 0.5, 4.0, 2.2, 11, 999, [1.00048922 2.99949991], 4.899013250580561e-07
40, 0.5, 4.0, 2.2, 12, 999, [0.9999556  3.00005489], 5.425103794961048e-09
40, 0.5, 4.0, 2.2, 13, 999, [0.99990198 2.99908842], 4.917788562205663e-06
40, 0.5, 4.0, 2.2, 14, 999, [1.0005733  2.99912676], 1.4511008333606183e-06
40, 0.5, 4.0, 2.2, 15, 999, [1.00020864 3.00007688], 3.7554461990848885e-07
40, 0.5, 4.0, 2.2, 16, 999, [0.99881864 3.00007563], 6.291903021820587e-06
40, 0.5, 4.0, 2.2, 17, 999, [1.00034154 2.99939046], 7.754873763778025e-07
40, 0.5, 4.0, 2.2, 18, 999, [0.99982386 2.99928508], 3.718132905242849e-06
40, 0.5, 4.0, 2.2, 19, 999, [0.99950978 3.0002318 ], 5.611642963874251e-07
40, 0.5, 4.0, 2.3, 0, 999, [1.00075307 2.99893194], 2.1047390954562352e-06
40, 0.5, 4.0, 2.3, 1, 999, [0.99961547 2.99973461], 1.9078748216913127e-06
40, 0.5, 4.0, 2.3, 2, 999, [1.00390008 2.99699137], 2.7441173534502527e-05
40, 0.5, 4.0, 2.3, 3, 999, [1.00160075 2.9993545 ], 6.629033738995832e-06
40, 0.5, 4.0, 2.3, 4, 999, [0.99891214 3.0017474 ], 5.976841007762578e-06
40, 0.5, 4.0, 2.3, 5, 999, [0.9993607  3.00135752], 4.314881686307276e-06
40, 0.5, 4.0, 2.3, 6, 999, [0.9996232  3.00195318], 1.389678863141872e-05
40, 0.5, 4.0, 2.3, 7, 999, [1.00056849 2.99980712], 9.247167712181143e-07
40, 0.5, 4.0, 2.3, 8, 999, [1.00075243 3.00089155], 1.21716630735981e-05
40, 0.5, 4.0, 2.3, 9, 999, [0.99914275 3.00050803], 1.4807993993489785e-06
40, 0.5, 4.0, 2.3, 10, 999, [0.99995474 3.00029214], 3.3119661198559736e-07
40, 0.5, 4.0, 2.3, 11, 999, [0.99846143 3.00000341], 1.1793991630062205e-05
40, 0.5, 4.0, 2.3, 12, 999, [1.00057511 2.99847602], 6.254684662891921e-06
40, 0.5, 4.0, 2.3, 13, 999, [1.00104789 2.99924904], 2.0146783321510367e-06
40, 0.5, 4.0, 2.3, 14, 999, [0.99969913 3.00018412], 1.7894299250589158e-07
40, 0.5, 4.0, 2.3, 15, 999, [0.99898902 3.00122739], 2.715916257898008e-06
40, 0.5, 4.0, 2.3, 16, 999, [1.00004317 2.9998308 ], 9.402815221946312e-08
40, 0.5, 4.0, 2.3, 17, 999, [1.00149929 2.99936103], 5.616767564093323e-06
40, 0.5, 4.0, 2.3, 18, 999, [1.00143236 3.00039556], 1.5573303175568094e-05
40, 0.5, 4.0, 2.3, 19, 999, [1.00002634 3.00001433], 7.518849050033569e-09
40, 0.5, 4.0, 2.4, 0, 999, [1.00074483 2.99857783], 4.4124999357941e-06
40, 0.5, 4.0, 2.4, 1, 999, [1.00332112 2.99667698], 2.207228649672157e-05
40, 0.5, 4.0, 2.4, 2, 999, [1.00214739 2.99929138], 1.3393643944833097e-05
40, 0.5, 4.0, 2.4, 3, 999, [1.00062258 2.99938662], 7.641813227584357e-07
40, 0.5, 4.0, 2.4, 4, 999, [1.00114745 2.99774182], 1.1350955058417605e-05
40, 0.5, 4.0, 2.4, 5, 999, [1.00054446 2.99968494], 6.061893759063896e-07
40, 0.5, 4.0, 2.4, 6, 999, [1.00096585 2.99898934], 1.9623312835026843e-06
40, 0.5, 4.0, 2.4, 7, 999, [0.99890595 3.00092114], 2.1650210340588754e-06
40, 0.5, 4.0, 2.4, 8, 999, [0.99854481 3.00203329], 7.588664988638441e-06
40, 0.5, 4.0, 2.4, 9, 999, [1.00274196 2.99754527], 1.3874058427517039e-05
40, 0.5, 4.0, 2.4, 10, 999, [1.00337269 2.99747223], 2.062026802393236e-05
40, 0.5, 4.0, 2.4, 11, 999, [1.00088472 2.99934963], 1.4254033866285731e-06
40, 0.5, 4.0, 2.4, 12, 999, [0.99840206 3.00108186], 4.7891882186492805e-06
40, 0.5, 4.0, 2.4, 13, 999, [1.00274381 2.99831781], 1.4866429018140515e-05
40, 0.5, 4.0, 2.4, 14, 999, [0.9988729  3.00112572], 2.537607286079834e-06
40, 0.5, 4.0, 2.4, 15, 999, [1.00043027 2.99952297], 4.2144205053745195e-07
40, 0.5, 4.0, 2.4, 16, 999, [0.99895164 3.00117159], 2.5324190489771437e-06
40, 0.5, 4.0, 2.4, 17, 999, [0.99874722 3.00239752], 1.2559297529082727e-05
40, 0.5, 4.0, 2.4, 18, 999, [1.00026363 3.00026376], 1.2516201951249896e-06
40, 0.5, 4.0, 2.4, 19, 999, [1.00009259 2.99915641], 2.976209254764717e-06
40, 0.5, 4.0, 2.5, 0, 999, [0.9996826  3.00028222], 1.853414026989096e-07
40, 0.5, 4.0, 2.5, 1, 999, [1.00039931 2.99967745], 2.8704915148889467e-07
40, 0.5, 4.0, 2.5, 2, 999, [0.99957039 3.00036226], 3.3393460182821356e-07
40, 0.5, 4.0, 2.5, 3, 999, [0.99949754 3.00042366], 4.5678811292967947e-07
40, 0.5, 4.0, 2.5, 4, 999, [1.00059203 2.99902764], 1.8745762937160837e-06
40, 0.5, 4.0, 2.5, 5, 999, [0.99934962 3.00116904], 2.865702587622461e-06
40, 0.5, 4.0, 2.5, 6, 999, [1.00269586 2.99866835], 1.648515967536395e-05
40, 0.5, 4.0, 2.5, 7, 999, [1.001355   2.99828405], 5.301660620358583e-06
40, 0.5, 4.0, 2.5, 8, 999, [1.00274081 2.99768709], 1.359397280845242e-05
40, 0.5, 4.0, 2.5, 9, 999, [1.00048834 3.00245092], 4.080267392104835e-05
40, 0.5, 4.0, 2.5, 10, 999, [1.0010178  2.99971533], 3.266864932959918e-06
40, 0.5, 4.0, 2.5, 11, 999, [0.99912116 3.00123238], 2.791075060656535e-06
40, 0.5, 4.0, 2.5, 12, 999, [0.99922066 3.0015273 ], 5.1777996736875805e-06
40, 0.5, 4.0, 2.5, 13, 999, [0.99975094 2.9994974 ], 2.5746147524034893e-06
40, 0.5, 4.0, 2.5, 14, 999, [0.99900875 3.00112835], 2.3309266429205764e-06
40, 0.5, 4.0, 2.5, 15, 999, [0.99966039 3.00026706], 2.0770817194317186e-07
40, 0.5, 4.0, 2.5, 16, 999, [0.99959275 3.00119651], 4.089214432447529e-06
40, 0.5, 4.0, 2.5, 17, 999, [0.99975996 2.9999793 ], 3.2998582849916225e-07
40, 0.5, 4.0, 2.5, 18, 999, [0.99910398 2.99910843], 1.4379706199514118e-05
40, 0.5, 4.0, 2.5, 19, 999, [1.00024268 2.99895649], 3.713080597933694e-06
40, 0.5, 4.0, 2.6, 0, 999, [1.0009503 2.9996263], 2.3725587692925836e-06
40, 0.5, 4.0, 2.6, 1, 999, [1.00033348 3.00099663], 8.181221801528648e-06
40, 0.5, 4.0, 2.6, 2, 999, [1.000243   2.99776952], 2.0834417762711954e-05
40, 0.5, 4.0, 2.6, 3, 999, [1.00061452 3.00107848], 1.300564826097432e-05
40, 0.5, 4.0, 2.6, 4, 999, [0.99991393 3.00042343], 6.419408892993417e-07
40, 0.5, 4.0, 2.6, 5, 999, [1.00188947 2.99760837], 1.0298644914392587e-05
40, 0.5, 4.0, 2.6, 6, 999, [0.99997563 3.00037588], 6.361110657179929e-07
40, 0.5, 4.0, 2.6, 7, 999, [1.00061279 2.99989957], 1.4356391117288142e-06
40, 0.5, 4.0, 2.6, 8, 999, [0.99885562 3.00099937], 2.392469540501194e-06
40, 0.5, 4.0, 2.6, 9, 999, [0.99996665 3.00016727], 1.0083695222625914e-07
40, 0.5, 4.0, 2.6, 10, 999, [1.00184141 2.99959977], 1.1858892307235908e-05
40, 0.5, 4.0, 2.6, 11, 999, [1.00067133 3.00068412], 8.267756988053859e-06
40, 0.5, 4.0, 2.6, 12, 999, [0.99781011 3.00177309], 8.634349619892291e-06
40, 0.5, 4.0, 2.6, 13, 999, [1.00103213 2.99884023], 2.4755142363264997e-06
40, 0.5, 4.0, 2.6, 14, 999, [1.00147154 2.99917765], 4.527505789304331e-06
40, 0.5, 4.0, 2.6, 15, 999, [0.9990059  2.99920665], 1.4397474876683266e-05
40, 0.5, 4.0, 2.6, 16, 999, [1.00197349 2.99941194], 1.1918119586959311e-05
40, 0.5, 4.0, 2.6, 17, 999, [1.0022539  2.99786538], 9.693598319848678e-06
40, 0.5, 4.0, 2.6, 18, 999, [1.00091569 2.99894163], 2.040071079302654e-06
40, 0.5, 4.0, 2.6, 19, 999, [0.99954893 2.99922785], 6.78472475633827e-06
40, 0.5, 4.0, 2.7, 0, 999, [1.00274685 2.99551292], 3.97926624944863e-05
40, 0.5, 4.0, 2.7, 1, 999, [1.00157319 2.99905473], 4.945629052735731e-06
40, 0.5, 4.0, 2.7, 2, 999, [1.00274423 2.99982937], 3.4053563926187276e-05
40, 0.5, 4.0, 2.7, 3, 999, [1.00118643 2.99948839], 3.490894837741023e-06
40, 0.5, 4.0, 2.7, 4, 999, [0.99724957 3.00121888], 1.8433031616298383e-05
40, 0.5, 4.0, 2.7, 5, 999, [1.00362451 2.99721975], 2.3717979095538657e-05
40, 0.5, 4.0, 2.7, 6, 999, [0.99858471 3.00244921], 1.2277574412162076e-05
40, 0.5, 4.0, 2.7, 7, 999, [0.99775382 3.00126283], 1.0507979125561282e-05
40, 0.5, 4.0, 2.7, 8, 999, [1.00205108 2.99755405], 1.0813270505626162e-05
40, 0.5, 4.0, 2.7, 9, 999, [0.99909261 3.00215633], 1.171245736122072e-05
40, 0.5, 4.0, 2.7, 10, 999, [0.99921521 2.99945549], 7.980521296014217e-06
40, 0.5, 4.0, 2.7, 11, 999, [1.00330019 2.9961117 ], 2.739360757916728e-05
40, 0.5, 4.0, 2.7, 12, 999, [0.99907933 3.00039861], 2.0967292164212814e-06
40, 0.5, 4.0, 2.7, 13, 999, [1.00077599 2.99955026], 1.230192372588633e-06
40, 0.5, 4.0, 2.7, 14, 999, [0.9971204  3.00148378], 1.8286917491618718e-05
40, 0.5, 4.0, 2.7, 15, 999, [1.00083559 2.99973774], 2.0818233535699876e-06
40, 0.5, 4.0, 2.7, 16, 999, [1.0000187  2.99949818], 1.185786350609402e-06
40, 0.5, 4.0, 2.7, 17, 999, [1.00155198 2.99872795], 4.340219677742026e-06
40, 0.5, 4.0, 2.7, 18, 999, [1.00162187 2.99785439], 8.331282246966249e-06
40, 0.5, 4.0, 2.7, 19, 999, [0.99940511 3.00246694], 2.0458092178338997e-05
40, 0.5, 4.0, 2.8, 0, 999, [0.99761395 3.00038259], 2.189507106670723e-05
40, 0.5, 4.0, 2.8, 1, 999, [1.00028205 2.999888  ], 2.0776716803202334e-07
40, 0.5, 4.0, 2.8, 2, 999, [1.00093191 2.99916271], 1.6053108456958477e-06
40, 0.5, 4.0, 2.8, 3, 999, [0.99804761 3.00131686], 7.161486805030805e-06
40, 0.5, 4.0, 2.8, 4, 999, [0.99948734 2.99984029], 2.0966676557112322e-06
40, 0.5, 4.0, 2.8, 5, 999, [1.0016631  2.99759625], 1.0738101247205382e-05
40, 0.5, 4.0, 2.8, 6, 999, [1.00112784 2.99927414], 2.4452649433841897e-06
40, 0.5, 4.0, 2.8, 7, 999, [0.99871968 3.00083337], 3.132767838048431e-06
40, 0.5, 4.0, 2.8, 8, 999, [0.99932508 3.00223858], 1.5246836279219516e-05
40, 0.5, 4.0, 2.8, 9, 999, [1.0023658  2.99915401], 1.55519594311963e-05
40, 0.5, 4.0, 2.8, 10, 999, [1.00048253 2.99965645], 4.281160143744601e-07
40, 0.5, 4.0, 2.8, 11, 999, [0.9999905  3.00004879], 8.644198620399993e-09
40, 0.5, 4.0, 2.8, 12, 999, [0.99775142 3.0009284 ], 1.2889504507329533e-05
40, 0.5, 4.0, 2.8, 13, 999, [0.99882659 3.00071585], 2.726754028011789e-06
40, 0.5, 4.0, 2.8, 14, 999, [1.00119035 2.99727282], 1.8301893061134504e-05
40, 0.5, 4.0, 2.8, 15, 999, [0.99587519 3.0021325 ], 3.743870665299328e-05
40, 0.5, 4.0, 2.8, 16, 999, [1.00059983 2.99916645], 1.273098345445944e-06
40, 0.5, 4.0, 2.8, 17, 999, [0.9978142  3.00264381], 1.260654211502204e-05
40, 0.5, 4.0, 2.8, 18, 999, [0.99398598 3.00557482], 6.801865403025728e-05
40, 0.5, 4.0, 2.8, 19, 999, [0.99936076 3.00037554], 8.277998766470535e-07
40, 0.5, 4.0, 2.9, 0, 999, [0.99903078 3.00339414], 3.5980410520284065e-05
40, 0.5, 4.0, 2.9, 1, 999, [1.00121121 2.99985052], 5.998380482433491e-06
40, 0.5, 4.0, 2.9, 2, 999, [1.00055952 3.00133289], 1.64144493451007e-05
40, 0.5, 4.0, 2.9, 3, 999, [0.99680099 3.00271751], 1.8545922118933636e-05
40, 0.5, 4.0, 2.9, 4, 999, [1.00076581 3.0002359 ], 4.655746958112664e-06
40, 0.5, 4.0, 2.9, 5, 999, [1.0027592  2.99487155], 5.636765827732327e-05
40, 0.5, 4.0, 2.9, 6, 999, [1.00027432 3.00128921], 1.151586871769641e-05
40, 0.5, 4.0, 2.9, 7, 999, [1.00572403 2.99784833], 8.844141691735759e-05
40, 0.5, 4.0, 2.9, 8, 999, [1.00016795 3.00119745], 8.919302132169849e-06
40, 0.5, 4.0, 2.9, 9, 999, [0.99831452 3.00129592], 5.127281849145546e-06
40, 0.5, 4.0, 2.9, 10, 999, [1.00436248 2.99624672], 3.4602826313827155e-05
40, 0.5, 4.0, 2.9, 11, 999, [0.99914985 3.00237022], 1.558321284602133e-05
40, 0.5, 4.0, 2.9, 12, 999, [0.99619189 3.00687672], 9.945640344375314e-05
40, 0.5, 4.0, 2.9, 13, 999, [0.99694462 3.00289338], 1.7811942247960757e-05
40, 0.5, 4.0, 2.9, 14, 999, [0.99941547 2.99847107], 2.0546187006788645e-05
40, 0.5, 4.0, 2.9, 15, 999, [0.99584749 3.00482474], 4.232907621267481e-05
40, 0.5, 4.0, 2.9, 16, 999, [1.00126682 2.99919243], 3.1006741796365993e-06
40, 0.5, 4.0, 2.9, 17, 999, [1.00010711 3.001859  ], 1.8929775541883746e-05
40, 0.5, 4.0, 2.9, 18, 999, [1.00280761 2.99660674], 2.0768798502178744e-05
40, 0.5, 4.0, 2.9, 19, 999, [1.00054831 2.99966181], 5.916181864440595e-07
40, 0.5, 4.0, 3.0, 0, 999, [1.00141693 2.99650144], 3.158048179070142e-05
40, 0.5, 4.0, 3.0, 1, 999, [0.99881648 3.00121246], 2.8741323735452035e-06
40, 0.5, 4.0, 3.0, 2, 999, [1.0023017  2.99881657], 1.170047529623682e-05
40, 0.5, 4.0, 3.0, 3, 999, [1.00019246 3.00056853], 2.676666488221382e-06
40, 0.5, 4.0, 3.0, 4, 999, [1.00013011 2.9998575 ], 3.78472974744478e-08
40, 0.5, 4.0, 3.0, 5, 999, [0.99874479 3.00108837], 2.8714553143074732e-06
40, 0.5, 4.0, 3.0, 6, 999, [0.99555914 3.00179777], 5.089697275632698e-05
40, 0.5, 4.0, 3.0, 7, 999, [1.0052418  2.99412247], 6.363836869937995e-05
40, 0.5, 4.0, 3.0, 8, 999, [0.99787002 3.00274662], 1.3601686801735738e-05
40, 0.5, 4.0, 3.0, 9, 999, [1.00102463 2.99810825], 7.636154620053637e-06
40, 0.5, 4.0, 3.0, 10, 999, [1.00174    2.99803472], 7.0929261407100955e-06
40, 0.5, 4.0, 3.0, 11, 999, [0.99986291 2.99804029], 2.1445534205039808e-05
40, 0.5, 4.0, 3.0, 12, 999, [1.00048446 3.00028864], 2.7087428969897527e-06
40, 0.5, 4.0, 3.0, 13, 999, [1.00188567 2.9980569 ], 7.3446130305043564e-06
40, 0.5, 4.0, 3.0, 14, 999, [0.99625761 3.00419909], 3.247216520204593e-05
40, 0.5, 4.0, 3.0, 15, 999, [1.00287656 3.00037029], 5.05797783973376e-05
40, 0.5, 4.0, 3.0, 16, 999, [1.00338135 2.99891225], 3.365906018391828e-05
40, 0.5, 4.0, 3.0, 17, 999, [0.9934589  3.00622089], 8.189554580381766e-05
40, 0.5, 4.0, 3.0, 18, 999, [1.00160858 2.99810564], 6.502840416414801e-06
40, 0.5, 4.0, 3.0, 19, 999, [0.9976477  3.00164796], 1.0233423769239592e-05
40, 0.5, 4.0, 3.1, 0, 999, [1.00221424 2.99620027], 2.9395888432847993e-05
