40, 0.5, 2.8, 0.1, 0, 134, [0.99999989 2.99999972], 6.92005092912852e-13
40, 0.5, 2.8, 0.1, 1, 143, [0.99911295 3.00088714], 1.5738818202859528e-06
40, 0.5, 2.8, 0.1, 2, 139, [0.99999992 2.99999958], 1.2026904755339328e-12
40, 0.5, 2.8, 0.1, 3, 144, [1.00034177 2.9994844 ], 5.035280255275722e-07
40, 0.5, 2.8, 0.1, 4, 134, [1.00000839 2.9999914 ], 1.4443420383185596e-10
40, 0.5, 2.8, 0.1, 5, 142, [1.0000098  2.99999372], 1.8527857509481546e-10
40, 0.5, 2.8, 0.1, 6, 140, [1.0000002  2.99999991], 9.922301910518157e-14
40, 0.5, 2.8, 0.1, 7, 141, [1.00012108 2.99986567], 3.3408927687905875e-08
40, 0.5, 2.8, 0.1, 8, 132, [0.999984   3.00002526], 1.2365843117481563e-09
40, 0.5, 2.8, 0.1, 9, 242, [0.51006854 3.63789939], 0.7345265112765171
40, 0.5, 2.8, 0.1, 10, 164, [0.96066138 3.04620926], 0.0038716447538828056
40, 0.5, 2.8, 0.1, 11, 136, [1.00000096 2.99999823], 6.6670635985049665e-12
40, 0.5, 2.8, 0.1, 12, 134, [0.99999678 3.00000197], 2.05445659599853e-11
40, 0.5, 2.8, 0.1, 13, 137, [1.00000018 2.99999897], 4.011608967863997e-12
40, 0.5, 2.8, 0.1, 14, 130, [1.00000145 2.99999857], 4.1593240465658216e-12
40, 0.5, 2.8, 0.1, 15, 141, [0.99999756 3.00000229], 1.1265599675452548e-11
40, 0.5, 2.8, 0.1, 16, 162, [1.04272247 2.94833199], 0.004814882651567303
40, 0.5, 2.8, 0.1, 17, 133, [0.99999896 2.99999974], 7.823148975144848e-12
40, 0.5, 2.8, 0.1, 18, 149, [1.00028608 2.99983177], 1.6569192839563064e-07
40, 0.5, 2.8, 0.1, 19, 142, [1.0043139  2.99590258], 3.5586072163131185e-05
40, 0.5, 2.8, 0.2, 0, 89, [1. 3.], 2.0316428320874217e-18
40, 0.5, 2.8, 0.2, 1, 77, [1.0242771  2.97499009], 0.0012170210012054394
40, 0.5, 2.8, 0.2, 2, 108, [1. 3.], 8.357038602034881e-24
40, 0.5, 2.8, 0.2, 3, 76, [0.99999996 3.00000006], 5.637195016811263e-15
40, 0.5, 2.8, 0.2, 4, 83, [1. 3.], 6.646561025503052e-17
40, 0.5, 2.8, 0.2, 5, 101, [1. 3.], 9.249308435217903e-20
40, 0.5, 2.8, 0.2, 6, 96, [1.00000001 2.99999998], 8.246735292044379e-16
40, 0.5, 2.8, 0.2, 7, 85, [0.99999999 3.        ], 5.072642018581125e-17
40, 0.5, 2.8, 0.2, 8, 81, [1.00000035 2.99999973], 2.2303920219006666e-13
40, 0.5, 2.8, 0.2, 9, 76, [1.00000005 2.99999982], 1.1285574490503966e-13
40, 0.5, 2.8, 0.2, 10, 95, [1. 3.], 2.2872283379497373e-18
40, 0.5, 2.8, 0.2, 11, 85, [1.0000013  2.99999937], 3.910902055138592e-12
40, 0.5, 2.8, 0.2, 12, 79, [1.00012532 2.9998683 ], 3.321299722473951e-08
40, 0.5, 2.8, 0.2, 13, 92, [1. 3.], 4.767923821628625e-18
40, 0.5, 2.8, 0.2, 14, 80, [1. 3.], 8.039930678489997e-17
40, 0.5, 2.8, 0.2, 15, 100, [1. 3.], 2.6287509841986757e-19
40, 0.5, 2.8, 0.2, 16, 88, [1. 3.], 2.758482275998949e-18
40, 0.5, 2.8, 0.2, 17, 78, [1.00000005 2.99999996], 4.3526046150750125e-15
40, 0.5, 2.8, 0.2, 18, 87, [1. 3.], 4.137450661094005e-17
40, 0.5, 2.8, 0.2, 19, 95, [1. 3.], 3.862549575773839e-18
40, 0.5, 2.8, 0.3, 0, 82, [1. 3.], 6.0859444622161726e-18
40, 0.5, 2.8, 0.3, 1, 89, [1.         2.99999999], 5.41280366502776e-17
40, 0.5, 2.8, 0.3, 2, 103, [1. 3.], 6.035216204388328e-21
40, 0.5, 2.8, 0.3, 3, 90, [1. 3.], 1.7079117834127198e-18
40, 0.5, 2.8, 0.3, 4, 90, [1. 3.], 6.652409595736968e-19
40, 0.5, 2.8, 0.3, 5, 94, [1. 3.], 1.8216711898012284e-17
40, 0.5, 2.8, 0.3, 6, 123, [1. 3.], 1.7749370367472766e-27
40, 0.5, 2.8, 0.3, 7, 92, [1. 3.], 4.504245291442294e-18
40, 0.5, 2.8, 0.3, 8, 105, [1. 3.], 1.9497368561613214e-21
40, 0.5, 2.8, 0.3, 9, 89, [1. 3.], 1.6230135782640584e-18
40, 0.5, 2.8, 0.3, 10, 103, [1. 3.], 3.393984083015772e-22
40, 0.5, 2.8, 0.3, 11, 88, [1. 3.], 2.6454685073443947e-18
40, 0.5, 2.8, 0.3, 12, 97, [1. 3.], 1.7087193595064918e-20
40, 0.5, 2.8, 0.3, 13, 90, [1. 3.], 4.306888337383378e-20
40, 0.5, 2.8, 0.3, 14, 100, [1. 3.], 7.060083494922561e-22
40, 0.5, 2.8, 0.3, 15, 100, [1. 3.], 3.313898289436909e-20
40, 0.5, 2.8, 0.3, 16, 104, [1. 3.], 6.616901604030187e-22
40, 0.5, 2.8, 0.3, 17, 84, [1. 3.], 5.4102478768946446e-18
40, 0.5, 2.8, 0.3, 18, 95, [1. 3.], 5.1676083954526585e-19
40, 0.5, 2.8, 0.3, 19, 103, [1. 3.], 2.3725374479833143e-22
40, 0.5, 2.8, 0.4, 0, 91, [1. 3.], 4.46096162560281e-17
40, 0.5, 2.8, 0.4, 1, 107, [1. 3.], 3.8840552720233354e-19
40, 0.5, 2.8, 0.4, 2, 110, [1. 3.], 2.047364604436531e-20
40, 0.5, 2.8, 0.4, 3, 103, [1. 3.], 1.7380857666168562e-20
40, 0.5, 2.8, 0.4, 4, 107, [1. 3.], 1.0817363889096222e-19
40, 0.5, 2.8, 0.4, 5, 94, [1. 3.], 2.9343143662577868e-18
40, 0.5, 2.8, 0.4, 6, 119, [1. 3.], 5.0312193271960963e-23
40, 0.5, 2.8, 0.4, 7, 111, [1. 3.], 4.707322865958215e-20
40, 0.5, 2.8, 0.4, 8, 99, [1. 3.], 5.072931342920682e-19
40, 0.5, 2.8, 0.4, 9, 93, [1. 3.], 6.147560556672277e-18
40, 0.5, 2.8, 0.4, 10, 102, [1. 3.], 4.5258029559305054e-20
40, 0.5, 2.8, 0.4, 11, 104, [1. 3.], 5.8172430547284355e-22
40, 0.5, 2.8, 0.4, 12, 106, [1. 3.], 2.996497092981387e-20
40, 0.5, 2.8, 0.4, 13, 107, [1. 3.], 2.297157778149374e-19
40, 0.5, 2.8, 0.4, 14, 95, [1. 3.], 1.9722094885450958e-19
40, 0.5, 2.8, 0.4, 15, 117, [1. 3.], 2.9681832796218243e-21
40, 0.5, 2.8, 0.4, 16, 140, [1. 3.], 1.1462148952861302e-27
40, 0.5, 2.8, 0.4, 17, 99, [1. 3.], 1.5603816699521737e-20
40, 0.5, 2.8, 0.4, 18, 103, [1. 3.], 1.3532710496182022e-19
40, 0.5, 2.8, 0.4, 19, 107, [1. 3.], 1.0927519773592202e-23
40, 0.5, 2.8, 0.5, 0, 106, [1. 3.], 2.42235520690571e-21
40, 0.5, 2.8, 0.5, 1, 102, [1. 3.], 1.8330800894241972e-18
40, 0.5, 2.8, 0.5, 2, 120, [1. 3.], 2.7093979992449305e-23
40, 0.5, 2.8, 0.5, 3, 142, [1. 3.], 7.161500178649807e-25
40, 0.5, 2.8, 0.5, 4, 114, [1. 3.], 2.372082022805512e-23
40, 0.5, 2.8, 0.5, 5, 112, [1. 3.], 1.6981715621105905e-22
40, 0.5, 2.8, 0.5, 6, 111, [1. 3.], 2.434671940867883e-19
40, 0.5, 2.8, 0.5, 7, 132, [1. 3.], 2.6739552676342557e-24
40, 0.5, 2.8, 0.5, 8, 124, [1. 3.], 1.2839945799788638e-23
40, 0.5, 2.8, 0.5, 9, 104, [1. 3.], 1.174164764771161e-18
40, 0.5, 2.8, 0.5, 10, 116, [1. 3.], 3.4886612834828342e-22
40, 0.5, 2.8, 0.5, 11, 97, [1. 3.], 1.5635574640513326e-18
40, 0.5, 2.8, 0.5, 12, 104, [1. 3.], 6.267515647615809e-19
40, 0.5, 2.8, 0.5, 13, 104, [1. 3.], 3.596283553511687e-20
40, 0.5, 2.8, 0.5, 14, 115, [1. 3.], 7.667613570529628e-21
40, 0.5, 2.8, 0.5, 15, 115, [1. 3.], 1.940804849977629e-21
40, 0.5, 2.8, 0.5, 16, 119, [1. 3.], 1.8623320460503557e-21
40, 0.5, 2.8, 0.5, 17, 96, [1. 3.], 9.996516311512416e-19
40, 0.5, 2.8, 0.5, 18, 99, [1. 3.], 2.697935942312694e-19
40, 0.5, 2.8, 0.5, 19, 114, [1. 3.], 1.0153637491026819e-21
40, 0.5, 2.8, 0.6, 0, 114, [1. 3.], 2.847677307572036e-20
40, 0.5, 2.8, 0.6, 1, 108, [1. 3.], 7.063029849777225e-20
40, 0.5, 2.8, 0.6, 2, 106, [1. 3.], 3.3091044618641486e-20
40, 0.5, 2.8, 0.6, 3, 132, [1. 3.], 5.453935018652026e-24
40, 0.5, 2.8, 0.6, 4, 99, [1. 3.], 2.7258110961355517e-18
40, 0.5, 2.8, 0.6, 5, 105, [1. 3.], 1.3665477538995474e-17
40, 0.5, 2.8, 0.6, 6, 122, [1. 3.], 3.005757761731819e-20
